hotel,is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_bookings_not_canceled,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,day_demand,los,arrival_year,arrival_month,arrival_dow,arrival_day
City Hotel,1,23,38,0,2,1,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,0,Transient,17.6,0,0,217,2,2016,9,4,16
City Hotel,1,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,379,Transient,65.0,0,0,217,2,2016,9,4,16
City Hotel,1,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,379,Transient,65.0,0,0,217,2,2016,9,4,16
City Hotel,0,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,1,No Deposit,1,0,379,Transient,90.0,0,1,217,2,2016,9,4,16
City Hotel,0,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,379,Transient,90.0,0,1,217,2,2016,9,4,16
City Hotel,1,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,379,Transient,65.0,0,0,217,2,2016,9,4,16
City Hotel,1,43,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,0,Transient,130.0,0,0,217,2,2016,9,4,16
City Hotel,1,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,379,Transient,65.0,0,0,217,2,2016,9,4,16
City Hotel,1,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,379,Transient,65.0,0,0,217,2,2016,9,4,16
City Hotel,1,43,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,0,Transient,130.0,0,0,217,2,2016,9,4,16
City Hotel,1,43,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,0,Transient,130.0,0,0,217,2,2016,9,4,16
City Hotel,1,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,379,Transient,65.0,0,0,217,2,2016,9,4,16
City Hotel,1,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,379,Transient,65.0,0,0,217,2,2016,9,4,16
City Hotel,1,43,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,0,Transient,130.0,0,0,217,2,2016,9,4,16
City Hotel,1,23,38,0,2,1,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,0,Transient,17.6,0,0,217,2,2016,9,4,16
City Hotel,1,57,38,0,2,1,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,217,2,2016,9,4,16
City Hotel,1,43,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,0,Transient,130.0,0,0,217,2,2016,9,4,16
City Hotel,0,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,379,Transient,90.0,0,1,217,2,2016,9,4,16
City Hotel,1,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,379,Transient,65.0,0,0,217,2,2016,9,4,16
City Hotel,0,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,1,No Deposit,1,0,379,Transient,90.0,0,1,217,2,2016,9,4,16
City Hotel,1,43,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,0,Transient,130.0,0,0,217,2,2016,9,4,16
City Hotel,1,43,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,0,Transient,130.0,0,0,217,2,2016,9,4,16
City Hotel,1,52,38,0,2,1,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,217,2,2016,9,4,16
City Hotel,0,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,379,Transient,90.0,0,1,217,2,2016,9,4,16
City Hotel,1,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,379,Transient,65.0,0,0,217,2,2016,9,4,16
City Hotel,1,43,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,0,Transient,130.0,0,0,217,2,2016,9,4,16
City Hotel,0,422,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,379,Transient,90.0,0,1,217,2,2016,9,4,16
City Hotel,1,43,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,0,Transient,130.0,0,0,217,2,2016,9,4,16
City Hotel,1,43,38,0,2,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,0,Transient,130.0,0,0,217,2,2016,9,4,16
City Hotel,1,80,38,0,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,149.4,0,2,217,2,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,31,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,171,38,1,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,126.9,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,11,38,1,2,2,1,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,306.0,0,0,217,3,2016,9,4,16
City Hotel,1,117,38,1,2,2,1,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,145.8,0,1,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,31,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,31,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,217,3,2016,9,4,16
City Hotel,1,31,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,217,3,2016,9,4,16
City Hotel,1,0,38,1,2,2,0,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,78.8,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,302,38,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,70,Transient,100.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,205,38,1,2,2,0,0,1,Groups,TA/TO,0,0,0,Non Refund,1,0,0,Transient,120.0,0,0,217,3,2016,9,4,16
City Hotel,1,32,38,2,2,1,0,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,124.25,0,2,217,4,2016,9,4,16
City Hotel,1,145,38,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,118.8,0,0,217,4,2016,9,4,16
City Hotel,1,31,38,2,2,0,1,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,124.25,0,2,217,4,2016,9,4,16
City Hotel,1,159,38,2,3,2,0,0,1,Online TA,TA/TO,0,0,3,No Deposit,1,0,0,Transient,130.14,0,2,217,5,2016,9,4,16
City Hotel,1,69,38,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,149.4,0,0,121,1,2016,9,5,17
City Hotel,1,151,38,0,1,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,107,Transient,130.0,0,0,121,1,2016,9,5,17
City Hotel,1,5,38,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,159.0,0,1,121,1,2016,9,5,17
City Hotel,1,22,38,0,1,1,1,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,284.1,0,0,121,1,2016,9,5,17
City Hotel,1,19,38,0,1,2,0,0,1,Direct,Direct,0,0,2,No Deposit,1,0,0,Transient,178.0,0,3,121,1,2016,9,5,17
City Hotel,1,315,38,1,1,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,38,Transient,65.0,0,0,121,2,2016,9,5,17
City Hotel,1,315,38,1,1,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,38,Transient,65.0,0,0,121,2,2016,9,5,17
City Hotel,1,315,38,1,1,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,38,Transient,65.0,0,0,121,2,2016,9,5,17
City Hotel,1,315,38,1,1,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,38,Transient,65.0,0,0,121,2,2016,9,5,17
City Hotel,1,315,38,1,1,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,38,Transient,65.0,0,0,121,2,2016,9,5,17
City Hotel,1,315,38,1,1,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,38,Transient,65.0,0,0,121,2,2016,9,5,17
City Hotel,1,315,38,1,1,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,38,Transient,65.0,0,0,121,2,2016,9,5,17
City Hotel,1,175,38,1,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,140.4,0,1,121,2,2016,9,5,17
City Hotel,1,19,38,1,1,2,0,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,134.0,0,1,121,2,2016,9,5,17
City Hotel,1,315,38,1,1,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,38,Transient,65.0,0,0,121,2,2016,9,5,17
City Hotel,1,315,38,1,1,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,38,Transient,65.0,0,0,121,2,2016,9,5,17
City Hotel,1,141,38,1,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,143.1,0,0,121,2,2016,9,5,17
City Hotel,1,29,38,1,1,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,85.0,0,0,121,2,2016,9,5,17
City Hotel,1,315,38,1,1,2,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,38,Transient,65.0,0,0,121,2,2016,9,5,17
City Hotel,1,220,38,2,1,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,172.0,0,0,121,3,2016,9,5,17
City Hotel,1,220,38,2,1,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,172.0,0,0,121,3,2016,9,5,17
City Hotel,1,26,38,2,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,152.33,0,2,121,3,2016,9,5,17
City Hotel,1,220,38,2,1,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,172.0,0,0,121,3,2016,9,5,17
City Hotel,1,115,38,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,106.92,0,0,121,4,2016,9,5,17
City Hotel,1,5,38,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,166.5,0,1,121,4,2016,9,5,17
City Hotel,1,2,38,2,3,2,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,181.79,0,0,121,5,2016,9,5,17
City Hotel,1,45,39,1,0,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,125.1,0,3,174,1,2016,9,6,18
City Hotel,1,118,39,1,0,1,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,0,Transient,125.0,0,0,174,1,2016,9,6,18
City Hotel,1,130,39,1,0,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,118.8,0,1,174,1,2016,9,6,18
City Hotel,1,118,39,1,0,1,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,0,Transient,125.0,0,0,174,1,2016,9,6,18
City Hotel,1,29,39,2,0,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,122.55,0,0,174,2,2016,9,6,18
City Hotel,1,76,39,2,0,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,102.68,0,0,174,2,2016,9,6,18
City Hotel,1,76,39,2,0,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,102.68,0,0,174,2,2016,9,6,18
City Hotel,1,155,39,2,0,2,0,0,1,Online TA,TA/TO,0,0,2,No Deposit,1,0,0,Transient,143.1,0,0,174,2,2016,9,6,18
City Hotel,1,38,39,2,0,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,125.1,0,0,174,2,2016,9,6,18
City Hotel,1,175,39,2,0,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,126.9,0,0,174,2,2016,9,6,18
City Hotel,1,42,39,2,0,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,130.5,0,1,174,2,2016,9,6,18
City Hotel,1,29,39,2,0,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,122.55,0,0,174,2,2016,9,6,18
City Hotel,1,41,39,2,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,149.4,0,1,174,3,2016,9,6,18
City Hotel,1,21,39,2,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,129.0,0,1,174,3,2016,9,6,18
City Hotel,1,104,39,2,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,135.9,0,2,174,3,2016,9,6,18
City Hotel,1,41,39,2,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,149.4,0,1,174,3,2016,9,6,18
City Hotel,1,61,39,2,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,135.9,0,0,174,3,2016,9,6,18
City Hotel,1,12,39,2,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,162.33,0,2,174,3,2016,9,6,18
City Hotel,1,4,39,2,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,130.4,0,0,174,3,2016,9,6,18
City Hotel,1,6,39,2,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,162.33,0,0,174,3,2016,9,6,18
City Hotel,1,18,39,2,2,3,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,110.4,0,0,174,4,2016,9,6,18
City Hotel,1,20,39,2,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,95.0,0,1,174,4,2016,9,6,18
City Hotel,1,20,39,2,2,1,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,90.0,0,0,174,4,2016,9,6,18
City Hotel,1,31,39,2,2,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,156.42,0,1,174,4,2016,9,6,18
City Hotel,1,230,39,2,2,2,0,0,1,Online TA,TA/TO,0,0,3,No Deposit,1,0,0,Transient,109.65,0,1,174,4,2016,9,6,18
City Hotel,1,230,39,2,2,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,109.65,0,0,174,4,2016,9,6,18
City Hotel,1,48,39,2,2,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,149.4,0,0,174,4,2016,9,6,18
City Hotel,1,20,39,2,2,1,1,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,231.5,0,0,174,4,2016,9,6,18
City Hotel,1,30,39,2,3,2,0,0,1,Corporate,Corporate,0,0,0,No Deposit,0,1,0,Transient,170.63,0,1,174,5,2016,9,6,18
City Hotel,1,73,39,2,3,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,85.0,0,0,174,5,2016,9,6,18
City Hotel,1,19,39,2,4,3,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,150.02,0,1,174,6,2016,9,6,18
City Hotel,1,19,39,2,5,2,1,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,234.71,0,2,174,7,2016,9,6,18
City Hotel,1,15,39,4,10,1,1,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,236.14,0,1,174,14,2016,9,6,18
City Hotel,1,19,39,1,0,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,0,Transient,118.15,0,0,230,1,2016,9,0,19
City Hotel,1,19,39,1,0,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,0,Transient,118.15,0,0,230,1,2016,9,0,19
City Hotel,1,21,39,1,0,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,164.0,0,1,230,1,2016,9,0,19
City Hotel,1,27,39,1,0,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,8,Transient,118.15,0,0,230,1,2016,9,0,19
City Hotel,1,19,39,1,0,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,0,Transient,118.15,0,0,230,1,2016,9,0,19
City Hotel,1,19,39,1,0,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,0,Transient,118.15,0,0,230,1,2016,9,0,19
City Hotel,1,27,39,1,0,3,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,8,Transient,136.0,0,0,230,1,2016,9,0,19
City Hotel,1,19,39,1,0,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,0,Transient,118.15,0,0,230,1,2016,9,0,19
City Hotel,1,27,39,1,0,1,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,8,Transient,118.15,0,0,230,1,2016,9,0,19
City Hotel,1,13,39,1,1,2,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,134.0,0,1,230,2,2016,9,0,19
City Hotel,1,107,39,1,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,130.5,0,0,230,2,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,1,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,100.0,0,0,230,3,2016,9,0,19
City Hotel,1,42,39,1,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,112.59,0,1,230,2,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,1,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,100.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
City Hotel,1,280,39,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,Non Refund,1,0,35,Transient,110.0,0,0,230,3,2016,9,0,19
